year,age_under_20,age_20_40,age_40_60,age_60_80,age_over_80
1,0.340415945532304,0.289505376974243,0.222865800268516,0.184092893944014,0.1314623777388
7,0.342181914570208,0.300443702625875,0.236784556939852,0.190192966750762,0.142486388896725
