year,age_under_20,age_20_40,age_40_60,age_60_80,age_over_80
1,0.748017451559091,0.504845051525259,0.550172969245949,0.523375726093298,0.465313653136531
7,0.69916073104743,0.511669345579793,0.549016246923859,0.511076555563068,0.518009950248756
