SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,29,099,Missouri,Jefferson County,6,9,15158,7504,7654,7257,7415,87,54,38,20,57,97,2,1,63,67,7317,7477,96,68,77,64,75,117,6,3,7390,7528,7156,7298,87,52,31,19,57,97,2,1,57,61,7210,7355,94,64,65,58,74,115,5,3,114,126,101,117,0,2,7,1,0,0,0,0,6,6,107,122,2,4,12,6,1,2,1,0
050,29,099,Missouri,Jefferson County,6,10,15973,7865,8108,7660,7902,83,46,24,20,40,72,1,1,57,67,7712,7964,88,57,66,70,52,86,4,5,7738,7994,7544,7799,80,45,19,19,38,69,1,1,56,61,7596,7857,84,52,61,64,49,82,4,5,127,114,116,103,3,1,5,1,2,3,0,0,1,6,116,107,4,5,5,6,3,4,0,0
050,29,099,Missouri,Jefferson County,6,11,18369,9232,9137,9006,8910,86,75,41,30,31,59,0,5,68,58,9072,8964,89,82,94,73,45,69,2,9,9120,9045,8903,8829,85,74,39,26,30,57,0,5,63,54,8964,8880,88,80,88,65,43,67,1,9,112,92,103,81,1,1,2,4,1,2,0,0,5,4,108,84,1,2,6,8,2,2,1,0
050,29,099,Missouri,Jefferson County,6,12,16213,7987,8226,7800,8038,56,38,45,37,32,50,3,1,51,62,7848,8097,58,43,82,86,46,59,5,4,7908,8157,7731,7979,56,38,37,33,32,48,3,1,49,58,7777,8034,57,42,73,80,46,57,5,3,79,69,69,59,0,0,8,4,0,2,0,0,2,4,71,63,1,1,9,6,0,2,0,1
050,29,099,Missouri,Jefferson County,6,13,13018,6367,6651,6241,6500,45,38,18,27,20,40,1,2,42,44,6282,6543,48,42,54,66,25,44,1,3,6309,6613,6185,6470,44,38,17,22,20,40,1,2,42,41,6226,6511,47,41,53,58,25,43,1,3,58,38,56,30,1,0,1,5,0,0,0,0,0,3,56,32,1,1,1,8,0,1,0,0
050,29,099,Missouri,Jefferson County,6,14,10235,4893,5342,4795,5231,30,28,9,10,18,40,2,0,39,33,4832,5261,32,31,42,40,24,42,4,2,4858,5308,4762,5198,30,28,9,10,18,39,2,0,37,33,4797,5228,32,31,41,40,23,41,4,2,35,34,33,33,0,0,0,0,0,1,0,0,2,0,35,33,0,0,1,0,1,1,0,0
050,29,099,Missouri,Jefferson County,6,15,7446,3459,3987,3410,3915,12,19,13,9,10,19,0,0,14,25,3423,3939,14,21,26,31,11,22,0,0,3429,3966,3382,3897,11,19,13,7,10,19,0,0,13,24,3395,3920,12,21,26,29,10,21,0,0,30,21,28,18,1,0,0,2,0,0,0,0,1,1,28,19,2,0,0,2,1,1,0,0
050,29,099,Missouri,Jefferson County,6,16,4718,2141,2577,2094,2519,12,18,8,9,10,18,1,0,16,13,2109,2532,13,18,23,20,11,20,1,0,2125,2550,2080,2497,12,16,7,6,10,18,1,0,15,13,2094,2510,13,16,21,17,11,20,1,0,16,27,14,22,0,2,1,3,0,0,0,0,1,0,15,22,0,2,2,3,0,0,0,0
050,29,099,Missouri,Jefferson County,6,17,3173,1321,1852,1300,1820,9,11,3,6,2,6,0,1,7,8,1307,1828,10,12,10,12,2,8,0,1,1310,1834,1289,1805,9,11,3,6,2,6,0,1,7,5,1296,1810,10,11,10,10,2,7,0,1,11,18,11,15,0,0,0,0,0,0,0,0,0,3,11,18,0,1,0,2,0,1,0,0
050,29,099,Missouri,Jefferson County,6,18,2674,916,1758,906,1745,4,6,3,1,2,6,0,0,1,0,907,1745,5,6,3,1,2,6,0,0,904,1748,894,1735,4,6,3,1,2,6,0,0,1,0,895,1735,5,6,3,1,2,6,0,0,12,10,12,10,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0
050,29,099,Missouri,Jefferson County,7,0,222716,110481,112235,106486,108285,1386,1073,390,377,639,880,39,33,1541,1587,107984,109823,1958,1712,1041,1032,1015,1252,80,82,108404,110227,104630,106543,1346,1030,332,308,627,859,30,27,1439,1460,106029,107963,1885,1624,919,889,989,1204,63,67,2077,2008,1856,1742,40,43,58,69,12,21,9,6,102,127,1955,1860,73,88,122,143,26,48,17,15
050,29,099,Missouri,Jefferson County,7,1,13926,7141,6785,6706,6363,133,89,17,25,41,46,9,3,235,259,6936,6618,270,240,66,81,99,118,15,10,6947,6543,6550,6161,124,82,13,20,40,41,3,3,217,236,6763,6395,253,224,53,64,96,106,7,9,194,242,156,202,9,7,4,5,1,5,6,0,18,23,173,223,17,16,13,17,3,12,8,1
050,29,099,Missouri,Jefferson County,7,2,15184,7791,7393,7327,6938,135,115,20,25,66,64,4,2,239,249,7557,7184,269,255,71,78,131,124,6,9,7570,7159,7129,6740,127,108,15,17,66,64,4,0,229,230,7349,6968,257,243,60,60,129,122,6,4,221,234,198,198,8,7,5,8,0,0,0,2,10,19,208,216,12,12,11,18,2,2,0,5
050,29,099,Missouri,Jefferson County,7,3,15170,7733,7437,7351,7040,102,118,16,21,63,59,2,0,199,199,7545,7234,203,223,68,66,116,113,9,6,7523,7239,7163,6861,101,116,13,17,61,58,1,0,184,187,7342,7043,198,218,57,55,112,109,6,6,210,198,188,179,1,2,3,4,2,1,1,0,15,12,203,191,5,5,11,11,4,4,3,0
050,29,099,Missouri,Jefferson County,7,4,13846,7142,6704,6776,6382,127,85,25,24,35,39,2,4,177,170,6951,6548,206,168,84,78,78,81,7,9,6977,6549,6629,6246,125,83,19,20,35,39,2,4,167,157,6794,6399,202,162,71,68,76,79,6,8,165,155,147,136,2,2,6,4,0,0,0,0,10,13,157,149,4,6,13,10,2,2,1,1
050,29,099,Missouri,Jefferson County,7,5,13161,6662,6499,6388,6239,110,75,22,28,38,46,9,0,95,111,6478,6348,148,123,59,65,63,76,14,5,6487,6346,6231,6110,106,71,18,18,38,44,7,0,87,103,6314,6212,141,113,51,53,61,72,11,4,175,153,157,129,4,4,4,10,0,2,2,0,8,8,164,136,7,10,8,12,2,4,3,1
050,29,099,Missouri,Jefferson County,7,6,13662,6868,6794,6615,6562,120,90,22,26,42,44,0,4,69,68,6681,6630,142,110,55,55,61,64,2,5,6708,6627,6473,6418,116,83,19,20,41,41,0,3,59,62,6529,6480,134,101,45,45,58,59,2,4,160,167,142,144,4,7,3,6,1,3,0,1,10,6,152,150,8,9,10,10,3,5,0,1
050,29,099,Missouri,Jefferson County,7,7,15019,7475,7544,7204,7300,110,79,16,24,56,77,1,6,88,58,7289,7356,131,94,60,54,81,92,3,8,7303,7392,7048,7167,105,76,15,18,53,75,1,3,81,53,7127,7218,123,89,54,44,78,90,3,5,172,152,156,133,5,3,1,6,3,2,0,3,7,5,162,138,8,5,6,10,3,2,0,3
050,29,099,Missouri,Jefferson County,7,8,14444,7308,7136,7054,6889,99,51,28,20,58,93,1,2,68,81,7121,6965,110,75,67,66,79,112,1,4,7151,6997,6908,6768,98,48,24,16,56,93,1,2,64,70,6971,6835,108,68,59,53,77,110,1,4,157,139,146,121,1,3,4,4,2,0,0,0,4,11,150,130,2,7,8,13,2,2,0,0
050,29,099,Missouri,Jefferson County,7,9,14790,7318,7472,7062,7220,83,64,44,25,63,95,3,1,63,67,7123,7284,91,78,86,73,78,108,6,3,7194,7350,6954,7110,83,62,35,23,63,95,3,1,56,59,7008,7166,89,73,72,64,77,107,5,2,124,122,108,110,0,2,9,2,0,0,0,0,7,8,115,118,2,5,14,9,1,1,1,1
050,29,099,Missouri,Jefferson County,7,10,15373,7568,7805,7362,7596,73,52,30,19,40,72,1,0,62,66,7421,7658,78,62,75,64,55,87,3,2,7448,7679,7253,7481,70,52,26,17,38,69,1,0,60,60,7310,7538,75,60,69,59,53,81,3,2,120,126,109,115,3,0,4,2,2,3,0,0,2,6,111,120,3,2,6,5,2,6,0,0
050,29,099,Missouri,Jefferson County,7,11,18226,9122,9104,8894,8882,103,71,33,34,30,56,0,5,62,56,8953,8935,108,80,83,72,42,66,1,7,9011,9010,8793,8799,102,70,28,30,29,55,0,5,59,51,8849,8847,107,76,75,66,41,65,1,7,111,94,101,83,1,1,5,4,1,1,0,0,3,5,104,88,1,4,8,6,1,1,0,0
050,29,099,Missouri,Jefferson County,7,12,16714,8349,8365,8141,8151,61,48,55,37,36,56,2,2,54,71,8194,8219,64,56,96,93,44,65,5,4,8250,8286,8053,8083,61,47,48,34,36,53,2,2,50,67,8102,8147,63,54,87,87,44,62,4,4,99,79,88,68,0,1,7,3,0,3,0,0,4,4,92,72,1,2,9,6,0,3,1,0
050,29,099,Missouri,Jefferson County,7,13,13527,6575,6952,6425,6796,52,42,21,28,25,39,1,2,51,45,6476,6837,54,47,65,67,31,43,2,5,6519,6909,6372,6763,51,40,19,22,25,39,1,2,51,43,6423,6803,53,44,63,60,31,43,2,4,56,43,53,33,1,2,2,6,0,0,0,0,0,2,53,34,1,3,2,7,0,0,0,1
050,29,099,Missouri,Jefferson County,7,14,10844,5196,5648,5096,5527,32,34,11,11,19,42,2,0,36,34,5132,5558,33,37,41,42,24,45,4,1,5156,5616,5058,5497,32,34,11,11,19,41,2,0,34,33,5092,5527,33,37,40,41,23,44,4,1,40,32,38,30,0,0,0,0,0,1,0,0,2,1,40,31,0,0,1,1,1,1,0,0
050,29,099,Missouri,Jefferson County,7,15,7811,3633,4178,3571,4103,21,17,13,13,12,18,0,1,16,26,3587,4127,23,18,26,37,14,20,0,2,3604,4158,3543,4086,20,17,13,11,12,18,0,1,16,25,3559,4109,22,18,26,34,14,20,0,2,29,20,28,17,1,0,0,2,0,0,0,0,0,1,28,18,1,0,0,3,0,0,0,0
050,29,099,Missouri,Jefferson County,7,16,4993,2250,2743,2208,2678,10,21,4,7,10,23,2,0,16,14,2224,2691,13,23,16,20,12,23,2,0,2233,2719,2193,2658,10,19,4,5,10,23,2,0,14,14,2207,2671,12,21,15,18,12,23,2,0,17,24,15,20,0,2,0,2,0,0,0,0,2,0,17,20,1,2,1,2,0,0,0,0
050,29,099,Missouri,Jefferson County,7,17,3226,1367,1859,1340,1817,10,13,6,8,3,7,0,1,8,13,1347,1829,10,14,13,19,5,11,0,2,1353,1842,1327,1804,10,13,5,7,3,7,0,1,8,10,1334,1814,10,14,12,16,5,8,0,1,14,17,13,13,0,0,1,1,0,0,0,0,0,3,13,15,0,0,1,3,0,3,0,1
050,29,099,Missouri,Jefferson County,7,18,2800,983,1817,966,1802,5,9,7,2,2,4,0,0,3,0,969,1802,5,9,10,2,2,4,0,0,970,1806,953,1791,5,9,7,2,2,4,0,0,3,0,956,1791,5,9,10,2,2,4,0,0,13,11,13,11,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,1,0,52566,26208,26358,25038,25249,562,441,100,97,71,127,7,9,430,435,25458,25670,762,640,296,282,135,204,18,18,25691,25843,24589,24805,546,424,75,80,69,125,5,7,407,402,24986,25193,739,612,257,247,129,197,16,14,517,515,449,444,16,17,25,17,2,2,2,2,23,33,472,477,23,28,39,35,6,7,2,4
050,29,113,Missouri,Lincoln County,1,1,4054,2116,1938,2000,1816,28,36,3,6,6,9,0,0,79,71,2079,1886,76,87,23,18,19,20,0,0,2037,1854,1932,1746,26,34,1,3,6,9,0,0,72,62,2004,1807,72,79,20,14,15,18,0,0,79,84,68,70,2,2,2,3,0,0,0,0,7,9,75,79,4,8,3,4,4,2,0,0
050,29,113,Missouri,Lincoln County,1,2,4021,2068,1953,1945,1832,38,33,4,8,8,13,1,2,72,65,2016,1896,87,75,18,26,22,23,2,2,1991,1879,1877,1769,34,32,3,4,8,13,1,1,68,60,1944,1828,80,72,16,19,22,22,2,1,77,74,68,63,4,1,1,4,0,0,0,1,4,5,72,68,7,3,2,7,0,1,0,1
050,29,113,Missouri,Lincoln County,1,3,4153,2085,2068,1965,1935,41,43,9,8,8,12,1,2,61,68,2024,2001,77,83,29,27,19,27,2,3,2042,2011,1927,1889,40,40,8,6,7,12,1,2,59,62,1984,1949,76,79,26,22,18,25,2,3,43,57,38,46,1,3,1,2,1,0,0,0,2,6,40,52,1,4,3,5,1,2,0,0
050,29,113,Missouri,Lincoln County,1,4,3894,2000,1894,1862,1771,69,46,8,8,15,6,0,0,46,63,1905,1832,93,77,28,32,22,18,1,0,1955,1845,1822,1727,68,44,6,8,15,6,0,0,44,60,1863,1785,92,75,24,29,22,18,1,0,45,49,40,44,1,2,2,0,0,0,0,0,2,3,42,47,1,2,4,3,0,0,0,0
050,29,113,Missouri,Lincoln County,1,5,2885,1428,1457,1361,1393,35,33,6,5,3,6,0,2,23,18,1384,1411,46,40,19,16,4,7,0,2,1378,1424,1316,1365,33,30,5,4,3,6,0,2,21,17,1337,1382,44,36,16,14,4,7,0,2,50,33,45,28,2,3,1,1,0,0,0,0,2,1,47,29,2,4,3,2,0,0,0,0
050,29,113,Missouri,Lincoln County,1,6,3361,1627,1734,1554,1679,38,15,7,6,3,13,2,1,23,20,1577,1699,45,23,23,12,4,16,2,4,1586,1687,1521,1635,36,15,4,6,3,13,0,1,22,17,1543,1652,42,23,19,11,4,16,0,2,41,47,33,44,2,0,3,0,0,0,2,0,1,3,34,47,3,0,4,1,0,0,2,2
050,29,113,Missouri,Lincoln County,1,7,3559,1759,1800,1681,1724,42,35,5,6,8,13,0,0,23,22,1703,1744,50,39,17,18,11,21,1,0,1730,1774,1653,1702,42,34,4,5,8,12,0,0,23,21,1675,1721,50,38,16,16,11,20,1,0,29,26,28,22,0,1,1,1,0,1,0,0,0,1,28,23,0,1,1,2,0,1,0,0
050,29,113,Missouri,Lincoln County,1,8,3330,1651,1679,1584,1604,48,27,5,9,4,20,0,2,10,17,1594,1620,48,31,12,20,7,24,1,2,1608,1646,1546,1578,47,26,3,5,3,19,0,1,9,17,1555,1594,47,30,9,16,6,23,1,1,43,33,38,26,1,1,2,4,1,1,0,1,1,0,39,26,1,1,3,4,1,1,0,1
050,29,113,Missouri,Lincoln County,1,9,3640,1848,1792,1783,1732,27,29,14,7,3,6,2,0,19,18,1802,1749,31,31,25,21,8,8,2,3,1811,1759,1755,1703,26,26,7,7,3,6,2,0,18,17,1773,1719,30,28,17,20,8,8,2,3,37,33,28,29,1,3,7,0,0,0,0,0,1,1,29,30,1,3,8,1,0,0,0,0
050,29,113,Missouri,Lincoln County,1,10,4308,2149,2159,2077,2099,44,26,10,9,3,8,0,0,15,17,2091,2116,47,27,23,24,4,10,2,0,2121,2141,2054,2082,43,25,8,9,3,8,0,0,13,17,2066,2099,46,26,19,24,4,10,2,0,28,18,23,17,1,1,2,0,0,0,0,0,2,0,25,17,1,1,4,0,0,0,0,0
050,29,113,Missouri,Lincoln County,1,11,3997,2048,1949,1963,1897,50,22,10,8,3,5,1,0,21,17,1984,1913,52,25,30,21,4,8,1,1,2037,1931,1954,1880,49,22,10,8,3,5,1,0,20,16,1974,1895,50,24,29,20,4,8,1,1,11,18,9,17,1,0,0,0,0,0,0,0,1,1,10,18,2,1,1,1,0,0,0,0
050,29,113,Missouri,Lincoln County,1,12,3171,1596,1575,1539,1523,29,28,6,6,4,6,0,0,18,12,1556,1533,32,32,20,15,7,8,2,0,1583,1561,1527,1510,29,28,5,5,4,6,0,0,18,12,1544,1520,32,32,19,14,7,8,2,0,13,14,12,13,0,0,1,1,0,0,0,0,0,0,12,13,0,0,1,1,0,0,0,0
050,29,113,Missouri,Lincoln County,1,13,2478,1198,1280,1166,1252,21,13,5,4,1,2,0,0,5,9,1171,1261,22,13,9,13,1,2,0,0,1194,1269,1163,1243,21,13,4,3,1,2,0,0,5,8,1168,1251,22,13,8,11,1,2,0,0,4,11,3,9,0,0,1,1,0,0,0,0,0,1,3,10,0,0,1,2,0,0,0,0
050,29,113,Missouri,Lincoln County,1,14,1981,984,997,951,961,24,18,4,4,1,4,0,0,4,10,954,970,26,20,7,11,1,5,0,1,974,989,942,955,24,18,3,4,1,4,0,0,4,8,945,962,26,20,6,9,1,5,0,1,10,8,9,6,0,0,1,0,0,0,0,0,0,2,9,8,0,0,1,2,0,0,0,0
050,29,113,Missouri,Lincoln County,1,15,1372,670,702,652,684,11,11,2,1,1,1,0,0,4,5,656,689,11,11,6,4,1,3,0,0,667,702,649,684,11,11,2,1,1,1,0,0,4,5,653,689,11,11,6,4,1,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,1,16,1050,475,575,462,558,9,15,2,0,0,1,0,0,2,1,464,559,9,15,3,1,0,1,1,0,471,572,458,555,9,15,2,0,0,1,0,0,2,1,460,556,9,15,3,1,0,1,1,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,1,17,704,312,392,305,383,5,4,0,2,0,2,0,0,2,1,307,384,6,4,2,2,1,3,1,0,312,390,305,381,5,4,0,2,0,2,0,0,2,1,307,382,6,4,2,2,1,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,1,18,608,194,414,188,406,3,7,0,0,0,0,0,0,3,1,191,407,4,7,2,1,0,0,0,0,194,409,188,401,3,7,0,0,0,0,0,0,3,1,191,402,4,7,2,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,2,0,52565,26207,26358,25037,25249,562,441,100,97,71,127,7,9,430,435,25457,25670,762,640,296,282,135,204,18,18,25690,25843,24588,24805,546,424,75,80,69,125,5,7,407,402,24985,25193,739,612,257,247,129,197,16,14,517,515,449,444,16,17,25,17,2,2,2,2,23,33,472,477,23,28,39,35,6,7,2,4
050,29,113,Missouri,Lincoln County,2,1,4054,2116,1938,2000,1816,28,36,3,6,6,9,0,0,79,71,2079,1886,76,87,23,18,19,20,0,0,2037,1854,1932,1746,26,34,1,3,6,9,0,0,72,62,2004,1807,72,79,20,14,15,18,0,0,79,84,68,70,2,2,2,3,0,0,0,0,7,9,75,79,4,8,3,4,4,2,0,0
050,29,113,Missouri,Lincoln County,2,2,4021,2068,1953,1945,1832,38,33,4,8,8,13,1,2,72,65,2016,1896,87,75,18,26,22,23,2,2,1991,1879,1877,1769,34,32,3,4,8,13,1,1,68,60,1944,1828,80,72,16,19,22,22,2,1,77,74,68,63,4,1,1,4,0,0,0,1,4,5,72,68,7,3,2,7,0,1,0,1
050,29,113,Missouri,Lincoln County,2,3,4153,2085,2068,1965,1935,41,43,9,8,8,12,1,2,61,68,2024,2001,77,83,29,27,19,27,2,3,2042,2011,1927,1889,40,40,8,6,7,12,1,2,59,62,1984,1949,76,79,26,22,18,25,2,3,43,57,38,46,1,3,1,2,1,0,0,0,2,6,40,52,1,4,3,5,1,2,0,0
050,29,113,Missouri,Lincoln County,2,4,3894,2000,1894,1862,1771,69,46,8,8,15,6,0,0,46,63,1905,1832,93,77,28,32,22,18,1,0,1955,1845,1822,1727,68,44,6,8,15,6,0,0,44,60,1863,1785,92,75,24,29,22,18,1,0,45,49,40,44,1,2,2,0,0,0,0,0,2,3,42,47,1,2,4,3,0,0,0,0
050,29,113,Missouri,Lincoln County,2,5,2885,1428,1457,1361,1393,35,33,6,5,3,6,0,2,23,18,1384,1411,46,40,19,16,4,7,0,2,1378,1424,1316,1365,33,30,5,4,3,6,0,2,21,17,1337,1382,44,36,16,14,4,7,0,2,50,33,45,28,2,3,1,1,0,0,0,0,2,1,47,29,2,4,3,2,0,0,0,0
050,29,113,Missouri,Lincoln County,2,6,3361,1627,1734,1554,1679,38,15,7,6,3,13,2,1,23,20,1577,1699,45,23,23,12,4,16,2,4,1586,1687,1521,1635,36,15,4,6,3,13,0,1,22,17,1543,1652,42,23,19,11,4,16,0,2,41,47,33,44,2,0,3,0,0,0,2,0,1,3,34,47,3,0,4,1,0,0,2,2
050,29,113,Missouri,Lincoln County,2,7,3559,1759,1800,1681,1724,42,35,5,6,8,13,0,0,23,22,1703,1744,50,39,17,18,11,21,1,0,1730,1774,1653,1702,42,34,4,5,8,12,0,0,23,21,1675,1721,50,38,16,16,11,20,1,0,29,26,28,22,0,1,1,1,0,1,0,0,0,1,28,23,0,1,1,2,0,1,0,0
050,29,113,Missouri,Lincoln County,2,8,3330,1651,1679,1584,1604,48,27,5,9,4,20,0,2,10,17,1594,1620,48,31,12,20,7,24,1,2,1608,1646,1546,1578,47,26,3,5,3,19,0,1,9,17,1555,1594,47,30,9,16,6,23,1,1,43,33,38,26,1,1,2,4,1,1,0,1,1,0,39,26,1,1,3,4,1,1,0,1
050,29,113,Missouri,Lincoln County,2,9,3640,1848,1792,1783,1732,27,29,14,7,3,6,2,0,19,18,1802,1749,31,31,25,21,8,8,2,3,1811,1759,1755,1703,26,26,7,7,3,6,2,0,18,17,1773,1719,30,28,17,20,8,8,2,3,37,33,28,29,1,3,7,0,0,0,0,0,1,1,29,30,1,3,8,1,0,0,0,0
050,29,113,Missouri,Lincoln County,2,10,4308,2149,2159,2077,2099,44,26,10,9,3,8,0,0,15,17,2091,2116,47,27,23,24,4,10,2,0,2121,2141,2054,2082,43,25,8,9,3,8,0,0,13,17,2066,2099,46,26,19,24,4,10,2,0,28,18,23,17,1,1,2,0,0,0,0,0,2,0,25,17,1,1,4,0,0,0,0,0
050,29,113,Missouri,Lincoln County,2,11,3996,2047,1949,1962,1897,50,22,10,8,3,5,1,0,21,17,1983,1913,52,25,30,21,4,8,1,1,2036,1931,1953,1880,49,22,10,8,3,5,1,0,20,16,1973,1895,50,24,29,20,4,8,1,1,11,18,9,17,1,0,0,0,0,0,0,0,1,1,10,18,2,1,1,1,0,0,0,0
050,29,113,Missouri,Lincoln County,2,12,3171,1596,1575,1539,1523,29,28,6,6,4,6,0,0,18,12,1556,1533,32,32,20,15,7,8,2,0,1583,1561,1527,1510,29,28,5,5,4,6,0,0,18,12,1544,1520,32,32,19,14,7,8,2,0,13,14,12,13,0,0,1,1,0,0,0,0,0,0,12,13,0,0,1,1,0,0,0,0
050,29,113,Missouri,Lincoln County,2,13,2478,1198,1280,1166,1252,21,13,5,4,1,2,0,0,5,9,1171,1261,22,13,9,13,1,2,0,0,1194,1269,1163,1243,21,13,4,3,1,2,0,0,5,8,1168,1251,22,13,8,11,1,2,0,0,4,11,3,9,0,0,1,1,0,0,0,0,0,1,3,10,0,0,1,2,0,0,0,0
050,29,113,Missouri,Lincoln County,2,14,1981,984,997,951,961,24,18,4,4,1,4,0,0,4,10,954,970,26,20,7,11,1,5,0,1,974,989,942,955,24,18,3,4,1,4,0,0,4,8,945,962,26,20,6,9,1,5,0,1,10,8,9,6,0,0,1,0,0,0,0,0,0,2,9,8,0,0,1,2,0,0,0,0
050,29,113,Missouri,Lincoln County,2,15,1372,670,702,652,684,11,11,2,1,1,1,0,0,4,5,656,689,11,11,6,4,1,3,0,0,667,702,649,684,11,11,2,1,1,1,0,0,4,5,653,689,11,11,6,4,1,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,2,16,1050,475,575,462,558,9,15,2,0,0,1,0,0,2,1,464,559,9,15,3,1,0,1,1,0,471,572,458,555,9,15,2,0,0,1,0,0,2,1,460,556,9,15,3,1,0,1,1,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,2,17,704,312,392,305,383,5,4,0,2,0,2,0,0,2,1,307,384,6,4,2,2,1,3,1,0,312,390,305,381,5,4,0,2,0,2,0,0,2,1,307,382,6,4,2,2,1,3,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,2,18,608,194,414,188,406,3,7,0,0,0,0,0,0,3,1,191,407,4,7,2,1,0,0,0,0,194,409,188,401,3,7,0,0,0,0,0,0,3,1,191,402,4,7,2,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
050,29,113,Missouri,Lincoln County,3,0,52708,26271,26437,25092,25307,573,450,96,97,74,133,7,10,429,440,25508,25736,772,649,280,287,139,208,22,30,25765,25922,24649,24861,558,434,74,80,72,130,5,8,407,409,25045,25260,746,620,247,250,134,201,19,26,506,515,443,446,15,16,22,17,2,3,2,2,22,31,463,476,26,29,33,37,5,7,3,4
050,29,113,Missouri,Lincoln County,3,1,4039,2102,1937,1985,1813,30,37,3,7,5,10,0,0,79,70,2063,1882,83,82,19,23,18,22,3,3,2024,1852,1917,1744,28,35,1,3,5,9,0,0,73,61,1990,1805,78,77,15,14,17,19,2,3,78,85,68,69,2,2,2,4,0,1,0,0,6,9,73,77,5,5,4,9,1,3,1,0
050,29,113,Missouri,Lincoln County,3,2,4029,2073,1956,1952,1834,39,34,3,7,8,13,1,2,70,66,2022,1900,80,75,19,22,22,26,2,5,1998,1881,1885,1769,36,33,2,4,8,13,1,1,66,61,1951,1830,75,70,15,15,21,26,2,3,75,75,67,65,3,1,1,3,0,0,0,1,4,5,71,70,5,5,4,7,1,0,0,2
050,29,113,Missouri,Lincoln County,3,3,4136,2080,2056,1960,1920,40,45,10,7,9,13,1,2,60,69,2019,1987,73,84,26,26,18,26,4,4,2037,1998,1922,1872,39,42,9,5,8,13,1,2,58,64,1979,1934,71,79,24,21,17,24,4,4,43,58,38,48,1,3,1,2,1,0,0,0,2,5,40,53,2,5,2,5,1,2,0,0
050,29,113,Missouri,Lincoln County,3,4,3884,1998,1886,1861,1765,68,45,6,7,14,6,0,0,49,63,1910,1826,91,77,25,32,20,15,1,1,1957,1842,1824,1724,67,44,5,7,14,6,0,0,47,61,1871,1783,90,75,23,31,19,15,1,1,41,44,37,41,1,1,1,0,0,0,0,0,2,2,39,43,1,2,2,1,1,0,0,0
050,29,113,Missouri,Lincoln County,3,5,2917,1446,1471,1377,1405,38,34,6,5,3,7,0,2,22,18,1398,1423,50,44,17,12,6,8,2,3,1397,1434,1333,1373,36,31,5,4,3,7,0,2,20,17,1352,1390,46,40,16,11,6,8,2,3,49,37,44,32,2,3,1,1,0,0,0,0,2,1,46,33,4,4,1,1,0,0,0,0
