SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,29,189,Missouri,St. Louis County,6,6,63657,30761,32896,21340,21356,7200,9183,100,83,1561,1571,12,9,548,694,21823,21965,7457,9533,251,271,1792,1841,38,42,29529,31787,20272,20410,7118,9078,67,65,1557,1565,12,9,503,660,20715,20993,7352,9409,197,238,1774,1828,33,38,1232,1109,1068,946,82,105,33,18,4,6,0,0,45,34,1108,972,105,124,54,33,18,13,5,4
050,29,189,Missouri,St. Louis County,6,7,63083,30199,32884,21344,21080,6551,9233,102,75,1674,1926,12,9,516,561,21789,21567,6776,9491,274,246,1889,2156,35,35,28861,31819,20167,20150,6486,9153,64,57,1663,1919,10,8,471,532,20573,20612,6688,9395,211,215,1868,2143,31,30,1338,1065,1177,930,65,80,38,18,11,7,2,1,45,29,1216,955,88,96,63,31,21,13,4,5
050,29,189,Missouri,St. Louis County,6,8,56470,26614,29856,18602,18898,5836,8594,69,78,1740,1817,6,9,361,460,18911,19301,5979,8791,198,249,1901,1997,20,32,25593,28891,17674,18048,5798,8533,46,63,1734,1814,6,8,335,425,17961,18419,5926,8711,162,215,1889,1987,19,28,1021,965,928,850,38,61,23,15,6,3,0,1,26,35,950,882,53,80,36,34,12,10,1,4
050,29,189,Missouri,St. Louis County,6,9,61464,28860,32604,20281,21113,6463,9111,76,74,1669,1812,14,8,357,486,20583,21524,6589,9287,238,290,1817,2012,27,25,27939,31747,19455,20354,6411,9064,60,59,1665,1809,14,7,334,454,19739,20736,6524,9225,209,260,1807,2000,24,21,921,857,826,759,52,47,16,15,4,3,0,1,23,32,844,788,65,62,29,30,10,12,3,4
050,29,189,Missouri,St. Louis County,6,10,66653,31274,35379,23169,24639,6396,8840,67,66,1348,1506,14,14,280,314,23396,24893,6488,8958,218,225,1454,1625,32,37,30508,34627,22476,23974,6361,8788,51,55,1347,1499,14,14,259,297,22686,24213,6441,8903,187,205,1448,1607,29,30,766,752,693,665,35,52,16,11,1,7,0,0,21,17,710,680,47,55,31,20,6,18,3,7
050,29,189,Missouri,St. Louis County,6,11,77057,36250,40807,28232,30036,6571,9117,82,87,1108,1183,8,3,249,381,28437,30333,6649,9265,228,325,1190,1304,17,21,35592,40105,27643,29412,6529,9074,67,81,1107,1171,8,3,238,364,27841,29695,6602,9215,205,306,1188,1287,16,17,658,702,589,624,42,43,15,6,1,12,0,0,11,17,596,638,47,50,23,19,2,17,1,4
050,29,189,Missouri,St. Louis County,6,12,74951,35323,39628,28074,29994,6101,8291,79,77,818,991,5,10,246,265,28278,30203,6175,8386,225,245,901,1071,16,20,34826,39136,27613,29544,6081,8266,74,66,818,990,5,10,235,260,27807,29749,6153,8359,213,231,898,1069,13,20,497,492,461,450,20,25,5,11,0,1,0,0,11,5,471,454,22,27,12,14,3,2,3,0
050,29,189,Missouri,St. Louis County,6,13,62865,28871,33994,23260,25827,4702,7086,52,51,702,841,5,1,150,188,23376,25981,4753,7154,161,178,734,894,11,13,28538,33635,22948,25497,4688,7065,48,48,702,841,5,1,147,183,23062,25646,4738,7132,155,172,734,893,10,13,333,359,312,330,14,21,4,3,0,0,0,0,3,5,314,335,15,22,6,6,0,1,1,0
050,29,189,Missouri,St. Louis County,6,14,48985,22111,26874,17708,20509,3679,5469,37,45,567,703,1,1,119,147,17808,20631,3715,5517,120,151,604,737,12,7,21904,26552,17517,20217,3670,5453,35,39,567,702,1,0,114,141,17613,20334,3704,5498,115,140,603,736,12,6,207,322,191,292,9,16,2,6,0,1,0,1,5,6,195,297,11,19,5,11,1,1,0,1
050,29,189,Missouri,St. Louis County,6,15,35806,15702,20104,12650,15827,2572,3698,12,29,388,457,2,1,78,92,12713,15904,2596,3728,61,90,410,477,4,5,15551,19927,12511,15668,2567,3688,12,26,386,457,1,1,74,87,12571,15741,2589,3715,59,84,407,477,3,5,151,177,139,159,5,10,0,3,2,0,1,0,4,5,142,163,7,13,2,6,3,0,1,0
050,29,189,Missouri,St. Louis County,6,16,26943,11263,15680,9324,12789,1610,2532,14,11,277,291,0,0,38,57,9356,12834,1620,2550,39,50,286,306,5,2,11145,15561,9214,12673,1604,2531,13,9,276,291,0,0,38,57,9246,12718,1614,2549,38,48,285,306,5,2,118,119,110,116,6,1,1,2,1,0,0,0,0,0,110,116,6,1,1,2,1,0,0,0
050,29,189,Missouri,St. Louis County,6,17,23137,9060,14077,7940,12121,955,1724,11,5,122,189,2,4,30,34,7967,12150,962,1731,30,27,131,201,3,5,8972,13996,7866,12048,942,1717,10,5,122,189,2,4,30,33,7893,12077,949,1723,29,26,131,201,3,5,88,81,74,73,13,7,1,0,0,0,0,0,0,1,74,73,13,8,1,1,0,0,0,0
050,29,189,Missouri,St. Louis County,6,18,26025,8432,17593,7613,15728,679,1658,12,12,98,142,1,4,29,49,7636,15764,690,1676,32,42,105,157,2,7,8368,17488,7550,15628,679,1656,12,12,98,142,0,3,29,47,7573,15662,690,1674,32,41,105,156,1,6,64,105,63,100,0,2,0,0,0,0,1,1,0,2,63,102,0,2,0,1,0,1,1,1
050,29,189,Missouri,St. Louis County,7,0,1001876,474449,527427,337355,363111,106972,132174,1136,1157,19297,20776,129,124,9560,10085,345974,372097,112252,137761,3574,3936,22668,24255,491,492,460499,513849,325314,351495,106055,131172,854,899,19216,20701,113,110,8947,9472,333396,359939,110988,136419,3029,3421,22424,24014,421,424,13950,13578,12041,11616,917,1002,282,258,81,75,16,14,613,613,12578,12158,1264,1342,545,515,244,241,70,68
050,29,189,Missouri,St. Louis County,7,1,57976,29584,28392,17801,17063,8656,8621,70,69,1496,1231,12,17,1549,1391,19264,18374,9697,9573,274,246,1976,1661,58,52,28154,27039,16674,15974,8506,8485,60,47,1471,1214,4,13,1439,1306,18037,17204,9478,9383,229,198,1920,1624,45,41,1430,1353,1127,1089,150,136,10,22,25,17,8,4,110,85,1227,1170,219,190,45,48,56,37,13,11
050,29,189,Missouri,St. Louis County,7,2,60575,30758,29817,18668,18099,9105,8679,107,99,1327,1387,5,4,1546,1549,20119,19552,10126,9706,326,309,1832,1881,50,44,29361,28383,17531,16919,9005,8569,71,68,1316,1380,4,4,1434,1443,18880,18279,9959,9534,248,240,1792,1842,39,37,1397,1434,1137,1180,100,110,36,31,11,7,1,0,112,106,1239,1273,167,172,78,69,40,39,11,7
050,29,189,Missouri,St. Louis County,7,3,64507,32808,31699,20475,19605,9558,9298,83,105,1291,1383,9,9,1392,1299,21775,20804,10441,10137,310,330,1761,1822,48,39,31535,30378,19417,18529,9463,9199,61,58,1285,1379,6,8,1303,1205,20636,19643,10292,9982,257,245,1732,1792,40,31,1273,1321,1058,1076,95,99,22,47,6,4,3,1,89,94,1139,1161,149,155,53,85,29,30,8,8
050,29,189,Missouri,St. Louis County,7,4,65739,33699,32040,21433,20208,9713,9329,80,86,1330,1360,11,8,1132,1049,22467,21163,10394,9968,310,295,1715,1714,54,47,32568,30930,20497,19304,9616,9233,50,61,1325,1356,11,6,1069,970,21475,20188,10270,9829,251,242,1689,1685,47,40,1131,1110,936,904,97,96,30,25,5,4,0,2,63,79,992,975,124,139,59,53,26,29,7,7
050,29,189,Missouri,St. Louis County,7,5,64128,31670,32458,19761,19354,9652,10640,74,110,1308,1408,5,10,870,936,20548,20183,10123,11156,282,337,1633,1759,46,51,30619,31400,18854,18488,9579,10539,50,80,1305,1404,4,8,827,881,19601,19271,10025,11031,240,281,1619,1739,40,42,1051,1058,907,866,73,101,24,30,3,4,1,2,43,55,947,912,98,125,42,56,14,20,6,9
050,29,189,Missouri,St. Louis County,7,6,63274,30664,32610,20793,20806,7573,9293,103,80,1628,1728,13,7,554,696,21274,21420,7841,9650,246,269,1862,2003,37,38,29440,31523,19732,19875,7483,9197,74,69,1624,1725,13,7,514,650,20184,20448,7728,9530,199,236,1848,1986,33,35,1224,1087,1061,931,90,96,29,11,4,3,0,0,40,46,1090,972,113,120,47,33,14,17,4,3
050,29,189,Missouri,St. Louis County,7,7,63762,30607,33155,21661,21386,6556,9194,99,62,1770,1903,15,7,506,603,22099,21906,6787,9481,263,243,1980,2165,39,37,29250,32072,20474,20441,6488,9111,62,48,1758,1898,14,7,454,567,20868,20931,6688,9374,197,212,1958,2150,35,33,1357,1083,1187,945,68,83,37,14,12,5,1,0,52,36,1231,975,99,107,66,31,22,15,4,4
050,29,189,Missouri,St. Louis County,7,8,57697,27295,30402,19160,19402,5903,8596,78,78,1749,1850,6,12,399,464,19495,19812,6065,8797,215,250,1932,2033,24,37,26213,29427,18189,18546,5853,8532,49,61,1745,1844,6,10,371,434,18502,18929,6001,8717,173,217,1921,2022,21,29,1082,975,971,856,50,64,29,17,4,6,0,2,28,30,993,883,64,80,42,33,11,11,3,8
050,29,189,Missouri,St. Louis County,7,9,59957,28154,31803,19674,20205,6324,9086,80,68,1694,1899,12,7,370,538,19986,20666,6458,9276,236,300,1853,2121,28,28,27193,30893,18811,19383,6280,9044,60,56,1687,1898,12,6,343,506,19101,19814,6399,9222,202,273,1840,2114,25,24,961,910,863,822,44,42,20,12,7,1,0,1,27,32,885,852,59,54,34,27,13,7,3,4
050,29,189,Missouri,St. Louis County,7,10,64180,30240,33940,22153,23287,6318,8691,61,77,1402,1537,15,13,291,335,22391,23554,6414,8827,209,246,1522,1658,36,31,29457,33192,21442,22628,6278,8638,46,65,1401,1531,15,13,275,317,21668,22882,6362,8761,185,223,1515,1648,32,30,783,748,711,659,40,53,15,12,1,6,0,0,16,18,723,672,52,66,24,23,7,10,4,1
050,29,189,Missouri,St. Louis County,7,11,75463,35364,40099,27365,29375,6483,8989,87,72,1173,1307,8,5,248,351,27576,29645,6555,9130,234,287,1258,1419,22,17,34664,39398,26743,28744,6436,8953,72,67,1173,1291,8,5,232,338,26939,29005,6503,9088,205,274,1255,1399,20,15,700,701,622,631,47,36,15,5,0,16,0,0,16,13,637,640,52,42,29,13,3,20,2,2
050,29,189,Missouri,St. Louis County,7,12,75126,35455,39671,27976,29754,6294,8541,78,77,860,996,5,6,242,297,28178,29987,6364,8648,219,259,947,1086,13,19,34926,39139,27479,29261,6277,8519,71,66,860,995,5,6,234,292,27674,29491,6345,8623,206,245,945,1084,11,18,529,532,497,493,17,22,7,11,0,1,0,0,8,5,504,496,19,25,13,14,2,2,2,1
050,29,189,Missouri,St. Louis County,7,13,64353,29644,34709,23899,26388,4821,7183,53,60,698,883,6,7,167,188,24027,26537,4879,7254,168,190,742,933,13,18,29288,34312,23561,26032,4810,7153,49,53,698,883,6,7,164,184,23687,26178,4867,7223,163,180,740,932,12,17,356,397,338,356,11,30,4,7,0,0,0,0,3,4,340,359,12,31,5,10,2,1,1,1
050,29,189,Missouri,St. Louis County,7,14,51426,23109,28317,18505,21513,3855,5868,36,47,607,731,2,1,104,157,18590,21640,3890,5918,109,156,635,767,8,8,22897,27974,18303,21192,3850,5856,35,42,607,730,2,0,100,154,18385,21316,3884,5905,105,150,633,765,8,7,212,343,202,321,5,12,1,5,0,1,0,1,4,3,205,324,6,13,4,6,2,2,0,1
050,29,189,Missouri,St. Louis County,7,15,37059,16308,20751,13021,16185,2756,3929,15,35,428,510,1,2,87,90,13093,16261,2784,3959,71,94,454,531,3,7,16134,20568,12854,16022,2751,3916,15,33,427,510,1,2,86,85,12925,16093,2778,3945,71,88,453,531,3,7,174,183,167,163,5,13,0,2,1,0,0,0,1,5,168,168,6,14,0,6,1,0,0,0
050,29,189,Missouri,St. Louis County,7,16,27359,11470,15889,9435,12837,1664,2667,17,18,306,310,1,0,47,57,9472,12881,1676,2683,49,55,321,325,6,5,11345,15749,9322,12702,1657,2667,15,13,304,310,0,0,47,57,9359,12746,1669,2683,47,50,319,325,5,5,125,140,113,135,7,0,2,5,2,0,1,0,0,0,113,135,7,0,2,5,2,0,1,0
050,29,189,Missouri,St. Louis County,7,17,22695,8920,13775,7732,11749,1025,1791,6,3,126,193,2,4,29,35,7754,11779,1033,1801,25,28,136,201,3,5,8827,13691,7656,11670,1009,1787,5,3,126,193,2,4,29,34,7678,11699,1017,1797,24,27,136,201,3,5,93,84,76,79,16,4,1,0,0,0,0,0,0,1,76,80,16,4,1,1,0,0,0,0
050,29,189,Missouri,St. Louis County,7,18,26600,8700,17900,7843,15895,716,1779,9,11,104,160,1,5,27,50,7866,15933,725,1797,28,42,109,176,3,9,8628,17781,7775,15785,714,1774,9,9,104,160,0,4,26,49,7797,15822,723,1792,27,40,109,175,2,8,72,119,68,110,2,5,0,2,0,0,1,1,1,1,69,111,2,5,1,2,0,1,1,1
050,29,219,Missouri,Warren County,1,0,32513,16199,16314,15444,15591,345,285,80,83,49,94,4,7,277,254,15716,15839,485,421,192,169,91,137,8,10,15667,15889,14989,15226,325,279,53,61,41,82,4,6,255,235,15240,15457,458,406,153,142,80,118,7,9,532,425,455,365,20,6,27,22,8,12,0,1,22,19,476,382,27,15,39,27,11,19,1,1
050,29,219,Missouri,Warren County,1,1,2305,1175,1130,1086,1044,23,19,7,3,2,6,0,0,57,58,1143,1101,67,67,13,6,9,14,0,0,1108,1063,1029,986,20,18,3,2,2,4,0,0,54,53,1083,1038,64,64,6,4,9,10,0,0,67,67,57,58,3,1,4,1,0,2,0,0,3,5,60,63,3,3,7,2,0,4,0,0
050,29,219,Missouri,Warren County,1,2,2260,1136,1124,1050,1041,25,23,10,10,4,7,1,1,46,42,1096,1083,58,49,22,21,10,12,1,1,1073,1063,999,990,25,22,6,4,3,6,1,0,39,41,1038,1031,56,48,13,14,9,11,1,0,63,61,51,51,0,1,4,6,1,1,0,1,7,1,58,52,2,1,9,7,1,1,0,1
050,29,219,Missouri,Warren County,1,3,2182,1157,1025,1071,944,32,30,8,9,2,6,0,0,44,36,1114,979,56,52,22,18,10,13,1,0,1104,991,1028,919,32,30,5,5,0,6,0,0,39,31,1067,950,55,49,18,12,5,12,0,0,53,34,43,25,0,0,3,4,2,0,0,0,5,5,47,29,1,3,4,6,5,1,1,0
050,29,219,Missouri,Warren County,1,4,2145,1098,1047,1026,989,30,18,6,9,7,9,0,1,29,21,1055,1010,41,33,16,14,16,11,0,1,1056,1006,990,954,30,17,3,9,5,5,0,1,28,20,1018,974,40,31,13,14,14,7,0,1,42,41,36,35,0,1,3,0,2,4,0,0,1,1,37,36,1,2,3,0,2,4,0,0
050,29,219,Missouri,Warren County,1,5,1778,895,883,846,848,28,16,1,4,4,8,1,0,15,7,860,854,34,19,8,7,8,10,2,0,823,841,784,810,21,15,0,3,4,6,1,0,13,7,796,816,26,18,6,6,8,8,2,0,72,42,62,38,7,1,1,1,0,2,0,0,2,0,64,38,8,1,2,1,0,2,0,0
050,29,219,Missouri,Warren County,1,6,2000,979,1021,933,977,26,23,5,4,2,9,0,0,13,8,946,985,31,26,13,8,2,10,0,0,924,984,886,943,21,23,3,3,2,9,0,0,12,6,898,949,26,25,10,7,2,9,0,0,55,37,47,34,5,0,2,1,0,0,0,0,1,2,48,36,5,1,3,1,0,1,0,0
050,29,219,Missouri,Warren County,1,7,1911,948,963,908,923,21,16,3,6,8,6,0,0,8,12,916,935,24,21,8,11,9,10,0,0,915,927,877,890,20,16,2,4,8,6,0,0,8,11,885,901,23,21,7,9,9,9,0,0,33,36,31,33,1,0,1,2,0,0,0,0,0,1,31,34,1,0,1,2,0,1,0,0
050,29,219,Missouri,Warren County,1,8,1875,977,898,940,849,21,18,4,8,5,8,0,0,7,15,946,864,26,23,7,16,6,10,0,0,945,880,909,835,20,18,4,5,5,8,0,0,7,14,915,849,25,22,7,13,6,10,0,0,32,18,31,14,1,0,0,3,0,0,0,0,0,1,31,15,1,1,0,3,0,0,0,0
050,29,219,Missouri,Warren County,1,9,2040,1034,1006,994,969,23,15,9,5,1,5,0,2,7,10,1001,979,25,17,14,11,1,8,0,2,1003,984,969,950,23,15,5,4,1,4,0,2,5,9,974,959,23,16,10,10,1,7,0,2,31,22,25,19,0,0,4,1,0,1,0,0,2,1,27,20,2,1,4,1,0,1,0,0
050,29,219,Missouri,Warren County,1,10,2661,1315,1346,1258,1305,36,18,6,6,3,6,0,0,12,11,1269,1316,37,18,18,14,3,9,0,0,1288,1329,1236,1291,34,17,4,5,2,5,0,0,12,11,1247,1302,35,17,16,13,2,8,0,0,27,17,22,14,2,1,2,1,1,1,0,0,0,0,22,14,2,1,2,1,1,1,0,0
050,29,219,Missouri,Warren County,1,11,2637,1350,1287,1312,1251,22,17,1,4,2,7,2,1,11,7,1322,1258,25,17,9,9,3,9,2,1,1332,1273,1297,1238,22,17,0,3,1,7,2,1,10,7,1306,1245,25,17,7,8,2,9,2,1,18,14,15,13,0,0,1,1,1,0,0,0,1,0,16,13,0,0,2,1,1,0,0,0
050,29,219,Missouri,Warren County,1,12,2142,1068,1074,1036,1045,13,12,10,5,4,5,0,1,5,6,1041,1051,13,13,12,10,7,6,1,1,1058,1065,1029,1037,13,12,8,5,3,4,0,1,5,6,1034,1043,13,13,10,10,6,5,1,1,10,9,7,8,0,0,2,0,1,1,0,0,0,0,7,8,0,0,2,0,1,1,0,0
050,29,219,Missouri,Warren County,1,13,1828,862,966,832,935,16,18,6,3,0,2,0,0,8,8,840,943,16,20,13,8,1,3,1,0,853,960,823,930,16,18,6,3,0,2,0,0,8,7,831,937,16,20,13,8,1,2,1,0,9,6,9,5,0,0,0,0,0,0,0,0,0,1,9,6,0,0,0,0,0,1,0,0
050,29,219,Missouri,Warren County,1,14,1644,790,854,765,828,12,12,2,5,3,5,0,0,8,4,773,831,14,13,8,9,4,5,0,0,786,850,762,825,11,11,2,5,3,5,0,0,8,4,770,828,13,12,8,9,4,5,0,0,4,4,3,3,1,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0
050,29,219,Missouri,Warren County,1,15,1180,583,597,572,581,8,9,0,1,0,2,0,0,3,4,575,584,8,11,3,4,0,3,0,1,577,590,566,575,8,9,0,0,0,2,0,0,3,4,569,578,8,11,3,3,0,3,0,1,6,7,6,6,0,0,0,1,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,0
050,29,219,Missouri,Warren County,1,16,905,434,471,424,457,7,7,1,1,0,3,0,1,2,2,426,459,8,7,3,2,0,3,0,2,428,463,418,449,7,7,1,1,0,3,0,1,2,2,420,451,8,7,3,2,0,3,0,2,6,8,6,8,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0
050,29,219,Missouri,Warren County,1,17,560,244,316,238,310,1,5,1,0,2,0,0,0,2,1,240,311,1,5,3,0,2,0,0,1,240,315,234,309,1,5,1,0,2,0,0,0,2,1,236,310,1,5,3,0,2,0,0,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
050,29,219,Missouri,Warren County,1,18,460,154,306,153,295,1,9,0,0,0,0,0,0,0,2,153,296,1,10,0,1,0,1,0,0,154,305,153,295,1,9,0,0,0,0,0,0,0,1,153,296,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
050,29,219,Missouri,Warren County,2,0,32513,16199,16314,15444,15591,345,285,80,83,49,94,4,7,277,254,15716,15839,485,421,192,169,91,137,8,10,15667,15889,14989,15226,325,279,53,61,41,82,4,6,255,235,15240,15457,458,406,153,142,80,118,7,9,532,425,455,365,20,6,27,22,8,12,0,1,22,19,476,382,27,15,39,27,11,19,1,1
050,29,219,Missouri,Warren County,2,1,2305,1175,1130,1086,1044,23,19,7,3,2,6,0,0,57,58,1143,1101,67,67,13,6,9,14,0,0,1108,1063,1029,986,20,18,3,2,2,4,0,0,54,53,1083,1038,64,64,6,4,9,10,0,0,67,67,57,58,3,1,4,1,0,2,0,0,3,5,60,63,3,3,7,2,0,4,0,0
050,29,219,Missouri,Warren County,2,2,2260,1136,1124,1050,1041,25,23,10,10,4,7,1,1,46,42,1096,1083,58,49,22,21,10,12,1,1,1073,1063,999,990,25,22,6,4,3,6,1,0,39,41,1038,1031,56,48,13,14,9,11,1,0,63,61,51,51,0,1,4,6,1,1,0,1,7,1,58,52,2,1,9,7,1,1,0,1
050,29,219,Missouri,Warren County,2,3,2182,1157,1025,1071,944,32,30,8,9,2,6,0,0,44,36,1114,979,56,52,22,18,10,13,1,0,1104,991,1028,919,32,30,5,5,0,6,0,0,39,31,1067,950,55,49,18,12,5,12,0,0,53,34,43,25,0,0,3,4,2,0,0,0,5,5,47,29,1,3,4,6,5,1,1,0
050,29,219,Missouri,Warren County,2,4,2145,1098,1047,1026,989,30,18,6,9,7,9,0,1,29,21,1055,1010,41,33,16,14,16,11,0,1,1056,1006,990,954,30,17,3,9,5,5,0,1,28,20,1018,974,40,31,13,14,14,7,0,1,42,41,36,35,0,1,3,0,2,4,0,0,1,1,37,36,1,2,3,0,2,4,0,0
050,29,219,Missouri,Warren County,2,5,1778,895,883,846,848,28,16,1,4,4,8,1,0,15,7,860,854,34,19,8,7,8,10,2,0,823,841,784,810,21,15,0,3,4,6,1,0,13,7,796,816,26,18,6,6,8,8,2,0,72,42,62,38,7,1,1,1,0,2,0,0,2,0,64,38,8,1,2,1,0,2,0,0
050,29,219,Missouri,Warren County,2,6,2000,979,1021,933,977,26,23,5,4,2,9,0,0,13,8,946,985,31,26,13,8,2,10,0,0,924,984,886,943,21,23,3,3,2,9,0,0,12,6,898,949,26,25,10,7,2,9,0,0,55,37,47,34,5,0,2,1,0,0,0,0,1,2,48,36,5,1,3,1,0,1,0,0
050,29,219,Missouri,Warren County,2,7,1911,948,963,908,923,21,16,3,6,8,6,0,0,8,12,916,935,24,21,8,11,9,10,0,0,915,927,877,890,20,16,2,4,8,6,0,0,8,11,885,901,23,21,7,9,9,9,0,0,33,36,31,33,1,0,1,2,0,0,0,0,0,1,31,34,1,0,1,2,0,1,0,0
050,29,219,Missouri,Warren County,2,8,1875,977,898,940,849,21,18,4,8,5,8,0,0,7,15,946,864,26,23,7,16,6,10,0,0,945,880,909,835,20,18,4,5,5,8,0,0,7,14,915,849,25,22,7,13,6,10,0,0,32,18,31,14,1,0,0,3,0,0,0,0,0,1,31,15,1,1,0,3,0,0,0,0
050,29,219,Missouri,Warren County,2,9,2040,1034,1006,994,969,23,15,9,5,1,5,0,2,7,10,1001,979,25,17,14,11,1,8,0,2,1003,984,969,950,23,15,5,4,1,4,0,2,5,9,974,959,23,16,10,10,1,7,0,2,31,22,25,19,0,0,4,1,0,1,0,0,2,1,27,20,2,1,4,1,0,1,0,0
050,29,219,Missouri,Warren County,2,10,2661,1315,1346,1258,1305,36,18,6,6,3,6,0,0,12,11,1269,1316,37,18,18,14,3,9,0,0,1288,1329,1236,1291,34,17,4,5,2,5,0,0,12,11,1247,1302,35,17,16,13,2,8,0,0,27,17,22,14,2,1,2,1,1,1,0,0,0,0,22,14,2,1,2,1,1,1,0,0
050,29,219,Missouri,Warren County,2,11,2637,1350,1287,1312,1251,22,17,1,4,2,7,2,1,11,7,1322,1258,25,17,9,9,3,9,2,1,1332,1273,1297,1238,22,17,0,3,1,7,2,1,10,7,1306,1245,25,17,7,8,2,9,2,1,18,14,15,13,0,0,1,1,1,0,0,0,1,0,16,13,0,0,2,1,1,0,0,0
050,29,219,Missouri,Warren County,2,12,2142,1068,1074,1036,1045,13,12,10,5,4,5,0,1,5,6,1041,1051,13,13,12,10,7,6,1,1,1058,1065,1029,1037,13,12,8,5,3,4,0,1,5,6,1034,1043,13,13,10,10,6,5,1,1,10,9,7,8,0,0,2,0,1,1,0,0,0,0,7,8,0,0,2,0,1,1,0,0
050,29,219,Missouri,Warren County,2,13,1828,862,966,832,935,16,18,6,3,0,2,0,0,8,8,840,943,16,20,13,8,1,3,1,0,853,960,823,930,16,18,6,3,0,2,0,0,8,7,831,937,16,20,13,8,1,2,1,0,9,6,9,5,0,0,0,0,0,0,0,0,0,1,9,6,0,0,0,0,0,1,0,0
050,29,219,Missouri,Warren County,2,14,1644,790,854,765,828,12,12,2,5,3,5,0,0,8,4,773,831,14,13,8,9,4,5,0,0,786,850,762,825,11,11,2,5,3,5,0,0,8,4,770,828,13,12,8,9,4,5,0,0,4,4,3,3,1,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0
050,29,219,Missouri,Warren County,2,15,1180,583,597,572,581,8,9,0,1,0,2,0,0,3,4,575,584,8,11,3,4,0,3,0,1,577,590,566,575,8,9,0,0,0,2,0,0,3,4,569,578,8,11,3,3,0,3,0,1,6,7,6,6,0,0,0,1,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,0
050,29,219,Missouri,Warren County,2,16,905,434,471,424,457,7,7,1,1,0,3,0,1,2,2,426,459,8,7,3,2,0,3,0,2,428,463,418,449,7,7,1,1,0,3,0,1,2,2,420,451,8,7,3,2,0,3,0,2,6,8,6,8,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0
050,29,219,Missouri,Warren County,2,17,560,244,316,238,310,1,5,1,0,2,0,0,0,2,1,240,311,1,5,3,0,2,0,0,1,240,315,234,309,1,5,1,0,2,0,0,0,2,1,236,310,1,5,3,0,2,0,0,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
050,29,219,Missouri,Warren County,2,18,460,154,306,153,295,1,9,0,0,0,0,0,0,0,2,153,296,1,10,0,1,0,1,0,0,154,305,153,295,1,9,0,0,0,0,0,0,0,1,153,296,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
050,29,219,Missouri,Warren County,3,0,32574,16234,16340,15472,15609,349,291,80,86,47,92,4,7,282,255,15740,15855,492,423,186,187,91,126,13,10,15696,15910,15015,15242,328,285,51,61,39,79,4,6,259,237,15262,15472,462,412,145,151,80,110,11,8,538,430,457,367,21,6,29,25,8,13,0,1,23,18,478,383,30,11,41,36,11,16,2,2
050,29,219,Missouri,Warren County,3,1,2289,1161,1128,1076,1043,24,20,7,2,1,6,0,0,53,57,1128,1100,60,62,16,8,10,15,0,1,1096,1059,1022,984,20,19,3,1,1,3,0,0,50,52,1071,1036,55,59,10,6,10,10,0,1,65,69,54,59,4,1,4,1,0,3,0,0,3,5,57,64,5,3,6,2,0,5,0,0
