STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,NHWA_MALE,NHWA_FEMALE
Missouri,St. Louis County,2,8,58643,18121,18602
Missouri,St. Louis County,2,9,64118,21146,22274
Missouri,St. Louis County,2,10,76489,26811,28813
Missouri,St. Louis County,2,11,79088,28850,30712
Missouri,St. Louis County,2,12,70198,26251,28125
Missouri,St. Louis County,2,13,58399,21267,23871
Missouri,St. Louis County,2,14,42433,15031,17939
Missouri,St. Louis County,2,15,31811,11243,14141
Missouri,St. Louis County,2,16,27904,9810,13585
Missouri,St. Louis County,2,17,23749,8095,12820
Missouri,St. Louis County,2,18,23593,6720,14484
Missouri,St. Louis County,3,0,998880,330167,357917
Missouri,St. Louis County,3,1,58611,16866,16048
Missouri,St. Louis County,3,2,62659,18906,17909
Missouri,St. Louis County,3,3,67722,21232,20144
Missouri,St. Louis County,3,4,71204,22089,20784
Missouri,St. Louis County,3,5,59828,18450,18524
Missouri,St. Louis County,3,6,63841,20973,20736
Missouri,St. Louis County,3,7,58370,18454,18605
Missouri,St. Louis County,3,8,58180,17943,18454
Missouri,St. Louis County,3,9,63944,21037,22151
Missouri,St. Louis County,3,10,75865,26517,28486
Missouri,St. Louis County,3,11,79128,28844,30691
Missouri,St. Louis County,3,12,70637,26370,28288
Missouri,St. Louis County,3,13,58958,21484,24099
Missouri,St. Louis County,3,14,42691,15146,17988
Missouri,St. Louis County,3,15,31949,11247,14189
Missouri,St. Louis County,3,16,27734,9743,13444
Missouri,St. Louis County,3,17,23765,8095,12798
Missouri,St. Louis County,3,18,23794,6771,14579
Missouri,St. Louis County,4,0,999067,328832,356578
Missouri,St. Louis County,4,1,58527,16798,16080
Missouri,St. Louis County,4,2,62119,18692,17557
Missouri,St. Louis County,4,3,66871,20604,19791
Missouri,St. Louis County,4,4,70587,22187,20810
Missouri,St. Louis County,4,5,59688,17865,17976
Missouri,St. Louis County,4,6,64533,21050,21094
Missouri,St. Louis County,4,7,59859,19123,19029
Missouri,St. Louis County,4,8,56382,17278,17936
Missouri,St. Louis County,4,9,63426,20654,21696
Missouri,St. Louis County,4,10,72670,25030,26944
Missouri,St. Louis County,4,11,79248,28764,30645
Missouri,St. Louis County,4,12,72088,26792,28747
Missouri,St. Louis County,4,13,61710,22555,25237
Missouri,St. Louis County,4,14,43615,15535,18198
Missouri,St. Louis County,4,15,32573,11327,14435
Missouri,St. Louis County,4,16,27156,9497,12999
Missouri,St. Louis County,4,17,23629,8077,12569
Missouri,St. Louis County,4,18,24386,7004,14835
Missouri,St. Louis County,5,0,1000800,328216,355346
Missouri,St. Louis County,5,1,58373,16802,16051
Missouri,St. Louis County,5,2,62032,18333,17357
Missouri,St. Louis County,5,3,65823,20185,19246
Missouri,St. Louis County,5,4,68781,21629,20240
Missouri,St. Louis County,5,5,61241,18044,18082
Missouri,St. Louis County,5,6,64357,20922,20976
Missouri,St. Louis County,5,7,61443,19715,19593
Missouri,St. Louis County,5,8,55995,17233,17891
Missouri,St. Louis County,5,9,62756,20240,21082
Missouri,St. Louis County,5,10,69424,23674,25451
Missouri,St. Louis County,5,11,78300,28334,30115
Missouri,St. Louis County,5,12,73717,27231,29194
Missouri,St. Louis County,5,13,61845,22581,25149
Missouri,St. Louis County,5,14,47370,17000,19733
Missouri,St. Louis County,5,15,33934,11814,14913
Missouri,St. Louis County,5,16,26783,9223,12690
Missouri,St. Louis County,5,17,23419,7979,12344
Missouri,St. Louis County,5,18,25207,7277,15239
Missouri,St. Louis County,6,0,1001491,326738,353601
Missouri,St. Louis County,6,1,58101,16738,16014
Missouri,St. Louis County,6,2,61484,17821,17190
Missouri,St. Louis County,6,3,64788,19802,18761
Missouri,St. Louis County,6,4,67296,21088,19738
Missouri,St. Louis County,6,5,62726,18383,18275
Missouri,St. Louis County,6,6,63657,20272,20410
Missouri,St. Louis County,6,7,63083,20167,20150
Missouri,St. Louis County,6,8,56470,17674,18048
Missouri,St. Louis County,6,9,61464,19455,20354
Missouri,St. Louis County,6,10,66653,22476,23974
Missouri,St. Louis County,6,11,77057,27643,29412
Missouri,St. Louis County,6,12,74951,27613,29544
Missouri,St. Louis County,6,13,62865,22948,25497
Missouri,St. Louis County,6,14,48985,17517,20217
Missouri,St. Louis County,6,15,35806,12511,15668
Missouri,St. Louis County,6,16,26943,9214,12673
Missouri,St. Louis County,6,17,23137,7866,12048
Missouri,St. Louis County,6,18,26025,7550,15628
Missouri,St. Louis County,7,0,1001876,325314,351495
Missouri,St. Louis County,7,1,57976,16674,15974
Missouri,St. Louis County,7,2,60575,17531,16919
Missouri,St. Louis County,7,3,64507,19417,18529
Missouri,St. Louis County,7,4,65739,20497,19304
Missouri,St. Louis County,7,5,64128,18854,18488
Missouri,St. Louis County,7,6,63274,19732,19875
Missouri,St. Louis County,7,7,63762,20474,20441
Missouri,St. Louis County,7,8,57697,18189,18546
Missouri,St. Louis County,7,9,59957,18811,19383
Missouri,St. Louis County,7,10,64180,21442,22628
Missouri,St. Louis County,7,11,75463,26743,28744
Missouri,St. Louis County,7,12,75126,27479,29261
Missouri,St. Louis County,7,13,64353,23561,26032
Missouri,St. Louis County,7,14,51426,18303,21192
Missouri,St. Louis County,7,15,37059,12854,16022
Missouri,St. Louis County,7,16,27359,9322,12702
Missouri,St. Louis County,7,17,22695,7656,11670
Missouri,St. Louis County,7,18,26600,7775,15785
Missouri,Warren County,1,0,32513,14989,15226
Missouri,Warren County,1,1,2305,1029,986
Missouri,Warren County,1,2,2260,999,990
Missouri,Warren County,1,3,2182,1028,919
Missouri,Warren County,1,4,2145,990,954
Missouri,Warren County,1,5,1778,784,810
Missouri,Warren County,1,6,2000,886,943
Missouri,Warren County,1,7,1911,877,890
Missouri,Warren County,1,8,1875,909,835
Missouri,Warren County,1,9,2040,969,950
Missouri,Warren County,1,10,2661,1236,1291
Missouri,Warren County,1,11,2637,1297,1238
Missouri,Warren County,1,12,2142,1029,1037
Missouri,Warren County,1,13,1828,823,930
Missouri,Warren County,1,14,1644,762,825
Missouri,Warren County,1,15,1180,566,575
Missouri,Warren County,1,16,905,418,449
Missouri,Warren County,1,17,560,234,309
Missouri,Warren County,1,18,460,153,295
Missouri,Warren County,2,0,32513,14989,15226
Missouri,Warren County,2,1,2305,1029,986
Missouri,Warren County,2,2,2260,999,990
Missouri,Warren County,2,3,2182,1028,919
Missouri,Warren County,2,4,2145,990,954
Missouri,Warren County,2,5,1778,784,810
Missouri,Warren County,2,6,2000,886,943
Missouri,Warren County,2,7,1911,877,890
Missouri,Warren County,2,8,1875,909,835
Missouri,Warren County,2,9,2040,969,950
Missouri,Warren County,2,10,2661,1236,1291
Missouri,Warren County,2,11,2637,1297,1238
Missouri,Warren County,2,12,2142,1029,1037
Missouri,Warren County,2,13,1828,823,930
Missouri,Warren County,2,14,1644,762,825
Missouri,Warren County,2,15,1180,566,575
Missouri,Warren County,2,16,905,418,449
Missouri,Warren County,2,17,560,234,309
Missouri,Warren County,2,18,460,153,295
Missouri,Warren County,3,0,32574,15015,15242
Missouri,Warren County,3,1,2289,1022,984
Missouri,Warren County,3,2,2252,996,982
Missouri,Warren County,3,3,2200,1030,927
Missouri,Warren County,3,4,2134,987,944
Missouri,Warren County,3,5,1796,796,813
Missouri,Warren County,3,6,2008,892,943
Missouri,Warren County,3,7,1922,883,895
Missouri,Warren County,3,8,1862,897,833
Missouri,Warren County,3,9,2028,959,947
Missouri,Warren County,3,10,2623,1220,1272
Missouri,Warren County,3,11,2663,1310,1249
Missouri,Warren County,3,12,2161,1039,1040
Missouri,Warren County,3,13,1856,842,941
Missouri,Warren County,3,14,1645,763,827
Missouri,Warren County,3,15,1196,572,583
Missouri,Warren County,3,16,913,419,454
Missouri,Warren County,3,17,563,235,310
Missouri,Warren County,3,18,463,153,298
Missouri,Warren County,4,0,32614,14979,15249
Missouri,Warren County,4,1,2231,983,977
Missouri,Warren County,4,2,2227,978,982
Missouri,Warren County,4,3,2213,1020,938
Missouri,Warren County,4,4,2078,956,906
Missouri,Warren County,4,5,1805,808,797
Missouri,Warren County,4,6,2001,913,916
Missouri,Warren County,4,7,1974,882,938
Missouri,Warren County,4,8,1767,839,812
Missouri,Warren County,4,9,1998,932,931
Missouri,Warren County,4,10,2461,1142,1187
Missouri,Warren County,4,11,2721,1325,1277
Missouri,Warren County,4,12,2185,1071,1023
Missouri,Warren County,4,13,1960,896,985
Missouri,Warren County,4,14,1687,784,853
Missouri,Warren County,4,15,1288,615,626
Missouri,Warren County,4,16,959,441,476
Missouri,Warren County,4,17,582,243,319
Missouri,Warren County,4,18,477,151,306
Missouri,Warren County,5,0,32785,15029,15278
Missouri,Warren County,5,1,2137,943,931
Missouri,Warren County,5,2,2315,1001,1027
Missouri,Warren County,5,3,2194,1007,924
Missouri,Warren County,5,4,2045,950,883
Missouri,Warren County,5,5,1826,810,800
Missouri,Warren County,5,6,1949,875,892
Missouri,Warren County,5,7,2027,905,961
Missouri,Warren County,5,8,1761,825,819
Missouri,Warren County,5,9,2041,947,943
Missouri,Warren County,5,10,2321,1079,1103
Missouri,Warren County,5,11,2756,1321,1306
Missouri,Warren County,5,12,2282,1129,1061
Missouri,Warren County,5,13,1926,875,966
Missouri,Warren County,5,14,1774,837,882
Missouri,Warren County,5,15,1352,659,655
Missouri,Warren County,5,16,953,447,459
Missouri,Warren County,5,17,633,262,346
Missouri,Warren County,5,18,493,157,320
Missouri,Warren County,6,0,33010,15073,15355
Missouri,Warren County,6,1,2091,913,904
Missouri,Warren County,6,2,2361,1019,1034
Missouri,Warren County,6,3,2275,1040,976
Missouri,Warren County,6,4,1988,929,849
Missouri,Warren County,6,5,1788,800,781
Missouri,Warren County,6,6,1934,855,882
Missouri,Warren County,6,7,2029,889,957
Missouri,Warren County,6,8,1837,856,848
Missouri,Warren County,6,9,1976,922,899
Missouri,Warren County,6,10,2234,1027,1071
Missouri,Warren County,6,11,2759,1332,1295
Missouri,Warren County,6,12,2423,1186,1137
Missouri,Warren County,6,13,1922,877,959
Missouri,Warren County,6,14,1740,807,869
Missouri,Warren County,6,15,1463,703,718
Missouri,Warren County,6,16,975,457,478
Missouri,Warren County,6,17,685,293,358
Missouri,Warren County,6,18,530,168,340
Missouri,Warren County,7,0,33253,15191,15376
Missouri,Warren County,7,1,2051,903,881
Missouri,Warren County,7,2,2396,1055,1008
Missouri,Warren County,7,3,2346,1061,1009
Missouri,Warren County,7,4,1996,939,831
Missouri,Warren County,7,5,1795,791,794
Missouri,Warren County,7,6,1935,857,889
Missouri,Warren County,7,7,2035,899,956
Missouri,Warren County,7,8,1886,862,877
Missouri,Warren County,7,9,1895,892,842
Missouri,Warren County,7,10,2168,986,1031
Missouri,Warren County,7,11,2720,1281,1300
Missouri,Warren County,7,12,2499,1225,1167
Missouri,Warren County,7,13,2016,952,984
Missouri,Warren County,7,14,1741,794,873
Missouri,Warren County,7,15,1521,720,756
Missouri,Warren County,7,16,1025,483,499
Missouri,Warren County,7,17,697,307,356
Missouri,Warren County,7,18,531,184,323
Missouri,St. Louis city,1,0,319294,67741,67300
Missouri,St. Louis city,1,1,21089,3126,2956
Missouri,St. Louis city,1,2,17379,2139,1985
Missouri,St. Louis city,1,3,16911,1952,1778
Missouri,St. Louis city,1,4,22551,2828,2873
Missouri,St. Louis city,1,5,28852,6106,7037
Missouri,St. Louis city,1,6,31991,8739,8800
Missouri,St. Louis city,1,7,25670,7041,6173
Missouri,St. Louis city,1,8,20813,5099,4148
Missouri,St. Louis city,1,9,19431,4627,3694
Missouri,St. Louis city,1,10,21641,5256,4330
Missouri,St. Louis city,1,11,23170,5490,4971
Missouri,St. Louis city,1,12,19877,4872,4599
Missouri,St. Louis city,1,13,14744,3601,3661
Missouri,St. Louis city,1,14,10045,2292,2557
Missouri,St. Louis city,1,15,7644,1521,1946
Missouri,St. Louis city,1,16,6646,1217,1831
Missouri,St. Louis city,1,17,5462,970,1840
Missouri,St. Louis city,1,18,5378,865,2121
Missouri,St. Louis city,2,0,319365,67786,67340
Missouri,St. Louis city,2,1,21089,3127,2957
Missouri,St. Louis city,2,2,17382,2140,1989
Missouri,St. Louis city,2,3,16915,1954,1780
Missouri,St. Louis city,2,4,22554,2828,2875
Missouri,St. Louis city,2,5,28859,6110,7038
Missouri,St. Louis city,2,6,32005,8746,8804
Missouri,St. Louis city,2,7,25678,7050,6176
Missouri,St. Louis city,2,8,20810,5099,4148
Missouri,St. Louis city,2,9,19436,4629,3696
Missouri,St. Louis city,2,10,21646,5258,4334
Missouri,St. Louis city,2,11,23187,5501,4978
Missouri,St. Louis city,2,12,19879,4874,4601
Missouri,St. Louis city,2,13,14747,3603,3661
Missouri,St. Louis city,2,14,10043,2292,2558
Missouri,St. Louis city,2,15,7645,1521,1948
Missouri,St. Louis city,2,16,6647,1218,1832
Missouri,St. Louis city,2,17,5462,970,1842
Missouri,St. Louis city,2,18,5381,866,2123
Missouri,St. Louis city,3,0,319258,67924,67445
Missouri,St. Louis city,3,1,21133,3205,3036
Missouri,St. Louis city,3,2,17369,2173,2008
Missouri,St. Louis city,3,3,16845,1948,1785
Missouri,St. Louis city,3,4,22153,2771,2817
Missouri,St. Louis city,3,5,28586,5968,6861
Missouri,St. Louis city,3,6,32096,8764,8851
Missouri,St. Louis city,3,7,25976,7143,6313
Missouri,St. Louis city,3,8,20844,5114,4185
Missouri,St. Louis city,3,9,19442,4661,3699
Missouri,St. Louis city,3,10,21531,5244,4310
Missouri,St. Louis city,3,11,23150,5493,4974
Missouri,St. Louis city,3,12,20086,4929,4637
Missouri,St. Louis city,3,13,14984,3656,3722
Missouri,St. Louis city,3,14,10049,2299,2580
Missouri,St. Louis city,3,15,7612,1527,1933
Missouri,St. Louis city,3,16,6596,1207,1806
Missouri,St. Louis city,3,17,5414,954,1815
Missouri,St. Louis city,3,18,5392,868,2113
Missouri,St. Louis city,4,0,319188,68520,67769
Missouri,St. Louis city,4,1,21311,3496,3228
Missouri,St. Louis city,4,2,17397,2293,2149
Missouri,St. Louis city,4,3,16626,1960,1809
Missouri,St. Louis city,4,4,20807,2614,2620
Missouri,St. Louis city,4,5,27685,5293,6100
Missouri,St. Louis city,4,6,32593,8936,9194
Missouri,St. Louis city,4,7,27128,7589,6813
Missouri,St. Louis city,4,8,20549,5101,4271
Missouri,St. Louis city,4,9,19422,4756,3678
Missouri,St. Louis city,4,10,20900,5080,4122
Missouri,St. Louis city,4,11,22838,5486,4941
Missouri,St. Louis city,4,12,20901,5106,4803
Missouri,St. Louis city,4,13,16131,3948,3978
Missouri,St. Louis city,4,14,10196,2371,2641
Missouri,St. Louis city,4,15,7624,1548,1937
Missouri,St. Louis city,4,16,6382,1160,1687
Missouri,St. Louis city,4,17,5269,906,1711
Missouri,St. Louis city,4,18,5429,877,2087
Missouri,St. Louis city,5,0,319274,68954,68360
Missouri,St. Louis city,5,1,21661,3733,3390
Missouri,St. Louis city,5,2,17730,2435,2345
Missouri,St. Louis city,5,3,16226,1973,1861
Missouri,St. Louis city,5,4,19542,2544,2553
Missouri,St. Louis city,5,5,26992,4802,5526
Missouri,St. Louis city,5,6,32591,8887,9280
Missouri,St. Louis city,5,7,28006,7933,7156
Missouri,St. Louis city,5,8,20800,5230,4541
Missouri,St. Louis city,5,9,19395,4775,3766
Missouri,St. Louis city,5,10,20305,4884,3948
Missouri,St. Louis city,5,11,22302,5346,4805
Missouri,St. Louis city,5,12,21586,5225,5052
Missouri,St. Louis city,5,13,16866,4168,4083
Missouri,St. Louis city,5,14,10817,2578,2820
Missouri,St. Louis city,5,15,7727,1622,1994
Missouri,St. Louis city,5,16,6148,1103,1596
Missouri,St. Louis city,5,17,5061,869,1563
Missouri,St. Louis city,5,18,5519,847,2081
Missouri,St. Louis city,6,0,318496,69425,68440
Missouri,St. Louis city,6,1,21332,3875,3440
Missouri,St. Louis city,6,2,18097,2595,2522
Missouri,St. Louis city,6,3,15785,2009,1885
Missouri,St. Louis city,6,4,18260,2486,2478
Missouri,St. Louis city,6,5,26627,4498,5028
Missouri,St. Louis city,6,6,32333,8610,9121
Missouri,St. Louis city,6,7,28893,8266,7537
Missouri,St. Louis city,6,8,21090,5473,4762
Missouri,St. Louis city,6,9,19339,4726,3845
Missouri,St. Louis city,6,10,19617,4753,3804
Missouri,St. Louis city,6,11,21895,5246,4679
Missouri,St. Louis city,6,12,22030,5321,5100
Missouri,St. Louis city,6,13,17578,4391,4272
Missouri,St. Louis city,6,14,11436,2724,2934
Missouri,St. Louis city,6,15,7784,1704,2035
Missouri,St. Louis city,6,16,6071,1077,1573
Missouri,St. Louis city,6,17,4840,844,1406
Missouri,St. Louis city,6,18,5489,827,2019
Missouri,St. Louis city,7,0,317419,69717,68618
Missouri,St. Louis city,7,1,21205,4009,3576
Missouri,St. Louis city,7,2,18187,2734,2593
Missouri,St. Louis city,7,3,15717,2049,1976
Missouri,St. Louis city,7,4,17335,2429,2428
Missouri,St. Louis city,7,5,25514,4161,4749
Missouri,St. Louis city,7,6,32490,8575,8854
Missouri,St. Louis city,7,7,29217,8397,7779
Missouri,St. Louis city,7,8,21654,5685,4967
Missouri,St. Louis city,7,9,19170,4581,3815
Missouri,St. Louis city,7,10,18934,4538,3720
Missouri,St. Louis city,7,11,21336,5175,4586
Missouri,St. Louis city,7,12,22237,5329,5091
Missouri,St. Louis city,7,13,18354,4634,4506
Missouri,St. Louis city,7,14,12091,2919,3083
Missouri,St. Louis city,7,15,7970,1782,2068
Missouri,St. Louis city,7,16,5958,1126,1577
Missouri,St. Louis city,7,17,4635,809,1292
Missouri,St. Louis city,7,18,5415,785,1958
Illinois,Madison County,1,0,269282,114466,119257
Illinois,Madison County,1,1,16307,6457,6177
Illinois,Madison County,1,2,17065,7077,6632
Illinois,Madison County,1,3,17167,7202,6632
Illinois,Madison County,1,4,18360,7652,7318
Illinois,Madison County,1,5,19939,8317,8293
Illinois,Madison County,1,6,17837,7760,7483
Illinois,Madison County,1,7,16290,6932,7058
Illinois,Madison County,1,8,16715,7097,7256
Illinois,Madison County,1,9,17338,7615,7643
Illinois,Madison County,1,10,20357,9100,9169
Illinois,Madison County,1,11,20911,9553,9379
Illinois,Madison County,1,12,17820,7913,8345
Illinois,Madison County,1,13,14748,6534,7028
Illinois,Madison County,1,14,11179,4904,5437
Illinois,Madison County,1,15,8580,3662,4376
Illinois,Madison County,1,16,7246,2884,3946
Illinois,Madison County,1,17,5982,2204,3500
Illinois,Madison County,1,18,5441,1603,3585
Illinois,Madison County,2,0,269328,114471,119294
Illinois,Madison County,2,1,16306,6456,6177
Illinois,Madison County,2,2,17062,7075,6631
Illinois,Madison County,2,3,17166,7202,6631
Illinois,Madison County,2,4,18360,7652,7318
Illinois,Madison County,2,5,19941,8319,8293
Illinois,Madison County,2,6,17838,7761,7483
Illinois,Madison County,2,7,16289,6932,7057
Illinois,Madison County,2,8,16716,7098,7256
Illinois,Madison County,2,9,17338,7615,7643
Illinois,Madison County,2,10,20358,9101,9169
Illinois,Madison County,2,11,20912,9554,9379
Illinois,Madison County,2,12,17821,7914,8345
Illinois,Madison County,2,13,14749,6535,7028
Illinois,Madison County,2,14,11182,4904,5440
Illinois,Madison County,2,15,8584,3662,4378
Illinois,Madison County,2,16,7253,2884,3952
Illinois,Madison County,2,17,5989,2204,3507
Illinois,Madison County,2,18,5464,1603,3607
Illinois,Madison County,3,0,269341,114426,119222
Illinois,Madison County,3,1,16285,6439,6160
Illinois,Madison County,3,2,17001,7041,6582
Illinois,Madison County,3,3,17146,7195,6627
Illinois,Madison County,3,4,18092,7525,7168
Illinois,Madison County,3,5,19974,8328,8303
Illinois,Madison County,3,6,17942,7800,7542
Illinois,Madison County,3,7,16398,6971,7107
Illinois,Madison County,3,8,16598,7040,7183
Illinois,Madison County,3,9,17298,7588,7623
Illinois,Madison County,3,10,20234,9042,9116
Illinois,Madison County,3,11,20925,9544,9390
Illinois,Madison County,3,12,18003,8016,8410
Illinois,Madison County,3,13,14892,6596,7103
Illinois,Madison County,3,14,11216,4925,5451
Illinois,Madison County,3,15,8620,3664,4402
Illinois,Madison County,3,16,7199,2870,3915
Illinois,Madison County,3,17,5998,2207,3507
Illinois,Madison County,3,18,5520,1635,3633
Illinois,Madison County,4,0,268500,113852,118649
Illinois,Madison County,4,1,16232,6446,6127
Illinois,Madison County,4,2,16750,6884,6387
Illinois,Madison County,4,3,17020,7163,6581
Illinois,Madison County,4,4,17107,7088,6662
Illinois,Madison County,4,5,19938,8183,8396
Illinois,Madison County,4,6,17957,7813,7526
Illinois,Madison County,4,7,16750,7091,7257
Illinois,Madison County,4,8,15982,6756,6890
Illinois,Madison County,4,9,17309,7554,7607
Illinois,Madison County,4,10,19394,8652,8731
Illinois,Madison County,4,11,21020,9528,9453
Illinois,Madison County,4,12,18575,8361,8548
Illinois,Madison County,4,13,15616,6846,7514
Illinois,Madison County,4,14,11340,4991,5494
Illinois,Madison County,4,15,8778,3699,4495
Illinois,Madison County,4,16,7092,2856,3821
Illinois,Madison County,4,17,5964,2214,3467
Illinois,Madison County,4,18,5676,1727,3693
Illinois,Madison County,5,0,268039,113442,118118
Illinois,Madison County,5,1,16065,6282,6132
Illinois,Madison County,5,2,16788,6841,6311
Illinois,Madison County,5,3,16846,7122,6477
Illinois,Madison County,5,4,16719,6919,6436
Illinois,Madison County,5,5,19286,7851,8080
Illinois,Madison County,5,6,18065,7837,7524
Illinois,Madison County,5,7,17015,7258,7281
Illinois,Madison County,5,8,15575,6561,6784
Illinois,Madison County,5,9,17412,7518,7629
Illinois,Madison County,5,10,18530,8250,8309
Illinois,Madison County,5,11,20864,9415,9431
Illinois,Madison County,5,12,19106,8641,8716
Illinois,Madison County,5,13,15592,6833,7456
Illinois,Madison County,5,14,12285,5402,5974
Illinois,Madison County,5,15,9193,3886,4678
Illinois,Madison County,5,16,7080,2874,3764
Illinois,Madison County,5,17,5789,2169,3354
Illinois,Madison County,5,18,5829,1783,3782
Illinois,Madison County,6,0,267247,112723,117376
Illinois,Madison County,6,1,15809,6194,5982
Illinois,Madison County,6,2,16699,6647,6286
Illinois,Madison County,6,3,16848,7077,6445
Illinois,Madison County,6,4,16441,6785,6307
Illinois,Madison County,6,5,18546,7501,7628
Illinois,Madison County,6,6,18135,7823,7564
Illinois,Madison County,6,7,17150,7324,7277
Illinois,Madison County,6,8,15630,6563,6792
Illinois,Madison County,6,9,17162,7341,7513
Illinois,Madison County,6,10,17807,7914,7886
Illinois,Madison County,6,11,20468,9259,9219
Illinois,Madison County,6,12,19637,8866,8950
Illinois,Madison County,6,13,15947,6967,7624
Illinois,Madison County,6,14,12557,5529,6100
Illinois,Madison County,6,15,9612,4031,4892
Illinois,Madison County,6,16,7125,2928,3761
Illinois,Madison County,6,17,5705,2149,3266
Illinois,Madison County,6,18,5969,1825,3884
Illinois,Madison County,7,0,266560,111989,116579
Illinois,Madison County,7,1,15703,6147,5920
Illinois,Madison County,7,2,16464,6440,6198
Illinois,Madison County,7,3,17001,7046,6490
Illinois,Madison County,7,4,16256,6749,6159
Illinois,Madison County,7,5,17539,7040,7096
Illinois,Madison County,7,6,18475,7897,7585
Illinois,Madison County,7,7,17107,7309,7285
Illinois,Madison County,7,8,15891,6678,6884
Illinois,Madison County,7,9,16760,7114,7311
Illinois,Madison County,7,10,17302,7618,7630
Illinois,Madison County,7,11,19905,8987,8939
Illinois,Madison County,7,12,19947,8990,9086
Illinois,Madison County,7,13,16438,7174,7797
Illinois,Madison County,7,14,13059,5696,6357
Illinois,Madison County,7,15,9812,4133,4945
Illinois,Madison County,7,16,7266,2994,3815
Illinois,Madison County,7,17,5595,2113,3173
Illinois,Madison County,7,18,6040,1864,3909
Illinois,St. Clair County,1,0,270056,83569,86551
Illinois,St. Clair County,1,1,18398,4857,4650
Illinois,St. Clair County,1,2,18671,5175,4736
Illinois,St. Clair County,1,3,19182,5131,5058
Illinois,St. Clair County,1,4,19754,5373,4967
Illinois,St. Clair County,1,5,17426,5078,4909
Illinois,St. Clair County,1,6,18105,5715,5519
Illinois,St. Clair County,1,7,17073,5334,5341
Illinois,St. Clair County,1,8,17358,5306,5281
Illinois,St. Clair County,1,9,17859,5681,5714
Illinois,St. Clair County,1,10,20764,7151,7053
Illinois,St. Clair County,1,11,20542,7107,7253
Illinois,St. Clair County,1,12,17521,6062,6216
Illinois,St. Clair County,1,13,13593,4855,4911
Illinois,St. Clair County,1,14,9779,3338,3673
Illinois,St. Clair County,1,15,7473,2466,3126
Illinois,St. Clair County,1,16,6486,2117,2863
Illinois,St. Clair County,1,17,5366,1683,2568
Illinois,St. Clair County,1,18,4706,1140,2713
Illinois,St. Clair County,2,0,270063,83573,86554
Illinois,St. Clair County,2,1,18399,4858,4650
Illinois,St. Clair County,2,2,18674,5177,4737
Illinois,St. Clair County,2,3,19183,5131,5059
Illinois,St. Clair County,2,4,19754,5373,4967
Illinois,St. Clair County,2,5,17426,5078,4909
Illinois,St. Clair County,2,6,18105,5715,5519
Illinois,St. Clair County,2,7,17075,5335,5342
Illinois,St. Clair County,2,8,17358,5306,5281
Illinois,St. Clair County,2,9,17859,5681,5714
Illinois,St. Clair County,2,10,20764,7151,7053
Illinois,St. Clair County,2,11,20542,7107,7253
Illinois,St. Clair County,2,12,17521,6062,6216
Illinois,St. Clair County,2,13,13593,4855,4911
Illinois,St. Clair County,2,14,9779,3338,3673
Illinois,St. Clair County,2,15,7473,2466,3126
Illinois,St. Clair County,2,16,6486,2117,2863
Illinois,St. Clair County,2,17,5366,1683,2568
Illinois,St. Clair County,2,18,4706,1140,2713
Illinois,St. Clair County,3,0,270406,83726,86572
Illinois,St. Clair County,3,1,18367,4850,4642
Illinois,St. Clair County,3,2,18651,5166,4724
Illinois,St. Clair County,3,3,19169,5149,5036
Illinois,St. Clair County,3,4,19679,5332,4933
Illinois,St. Clair County,3,5,17519,5082,4938
Illinois,St. Clair County,3,6,18090,5721,5506
Illinois,St. Clair County,3,7,17178,5388,5375
Illinois,St. Clair County,3,8,17301,5300,5242
Illinois,St. Clair County,3,9,17822,5664,5702
Illinois,St. Clair County,3,10,20699,7124,7030
Illinois,St. Clair County,3,11,20600,7118,7280
Illinois,St. Clair County,3,12,17652,6111,6253
Illinois,St. Clair County,3,13,13792,4935,4975
Illinois,St. Clair County,3,14,9829,3367,3693
Illinois,St. Clair County,3,15,7478,2465,3116
Illinois,St. Clair County,3,16,6450,2103,2837
Illinois,St. Clair County,3,17,5377,1687,2568
Illinois,St. Clair County,3,18,4753,1164,2722
Illinois,St. Clair County,4,0,270088,83713,86213
Illinois,St. Clair County,4,1,18161,4879,4596
Illinois,St. Clair County,4,2,18410,5087,4686
Illinois,St. Clair County,4,3,18985,5136,4948
Illinois,St. Clair County,4,4,19115,5175,4732
Illinois,St. Clair County,4,5,17701,5109,4904
Illinois,St. Clair County,4,6,17950,5675,5476
Illinois,St. Clair County,4,7,17520,5567,5523
Illinois,St. Clair County,4,8,16881,5165,5054
Illinois,St. Clair County,4,9,17592,5531,5618
Illinois,St. Clair County,4,10,20056,6834,6744
Illinois,St. Clair County,4,11,20750,7180,7348
Illinois,St. Clair County,4,12,18157,6255,6444
Illinois,St. Clair County,4,13,14683,5267,5255
Illinois,St. Clair County,4,14,10119,3464,3801
Illinois,St. Clair County,4,15,7482,2472,3058
Illinois,St. Clair County,4,16,6344,2044,2761
Illinois,St. Clair County,4,17,5316,1669,2527
Illinois,St. Clair County,4,18,4866,1204,2738
Illinois,St. Clair County,5,0,268785,83163,85492
Illinois,St. Clair County,5,1,17704,4822,4501
Illinois,St. Clair County,5,2,18314,4971,4677
Illinois,St. Clair County,5,3,18677,5033,4841
Illinois,St. Clair County,5,4,18457,4959,4643
Illinois,St. Clair County,5,5,17947,5174,4788
Illinois,St. Clair County,5,6,17530,5427,5265
